"","year","sex","db_bar.EDAT1899_1A7","monthly_income"
"647",2021,"DONA","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
"648",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"649",2021,"DONA","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"650",2021,"HOME","DE 55 A 64 ANYS","DE 5.001 A 7.000 EUROS"
"651",2021,"DONA","DE 45 A 54 ANYS","DE 7.001 A 9.000 EUROS"
"652",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"653",2021,"HOME","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"654",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"655",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"656",2021,"HOME","DE 35 A 44 ANYS","NO HO SAP"
"657",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"658",2021,"HOME","DE 18 A 24 ANYS","DE 7.001 A 9.000 EUROS"
"659",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"660",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"661",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"662",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"663",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"664",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"665",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"666",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"667",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"668",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"669",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"670",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"671",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"672",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"673",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"674",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"675",2021,"HOME","DE 18 A 24 ANYS","DE 2.001 A 2.500 EUROS"
"676",2021,"DONA","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"677",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"678",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"679",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"680",2021,"DONA","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"681",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"682",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"683",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"684",2021,"HOME","DE 65 A 74 ANYS","DE 2.501 A 3.000 EUROS"
"685",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"686",2021,"HOME","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"687",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"688",2021,"HOME","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"689",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"690",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"691",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"692",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"693",2021,"HOME","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"694",2021,"HOME","DE 35 A 44 ANYS","NO CONTESTA"
"695",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"696",2021,"DONA","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"697",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"698",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"699",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"700",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"701",2021,"DONA","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"702",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"703",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"704",2021,"HOME","DE 55 A 64 ANYS","DE 7.001 A 9.000 EUROS"
"705",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"706",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"707",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"708",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"709",2021,"HOME","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"710",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"711",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"712",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"713",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"714",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"715",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"716",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"717",2021,"HOME","DE 45 A 54 ANYS","MENYS DE 500 EUROS"
"718",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"719",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"720",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"721",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"722",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"723",2021,"DONA","DE 45 A 54 ANYS","NO HO SAP"
"724",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"725",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"726",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"727",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"728",2021,"HOME","DE 35 A 44 ANYS","NO CONTESTA"
"729",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"730",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"731",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"732",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"733",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"734",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"735",2021,"DONA","DE 18 A 24 ANYS","DE 5.001 A 7.000 EUROS"
"736",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"737",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"738",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"739",2021,"HOME","DE 35 A 44 ANYS","NO CONTESTA"
"740",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"741",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"742",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"743",2021,"HOME","DE 18 A 24 ANYS","DE 7.001 A 9.000 EUROS"
"744",2021,"HOME","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"745",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"746",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"747",2021,"HOME","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"748",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"749",2021,"DONA","DE 18 A 24 ANYS","DE 3.001 A 5.000 EUROS"
"750",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"751",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"752",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"753",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"754",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"755",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"756",2021,"HOME","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"757",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"758",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"759",2021,"HOME","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"760",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"761",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"762",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"763",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"764",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"765",2021,"DONA","DE 55 A 64 ANYS","NO CONTESTA"
"766",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"767",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"768",2021,"DONA","DE 18 A 24 ANYS","DE 7.001 A 9.000 EUROS"
"769",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"770",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"771",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"772",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"773",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"774",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"775",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"776",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"777",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"778",2021,"HOME","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"779",2021,"HOME","DE 25 A 34 ANYS","NO CONTESTA"
"780",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"781",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"782",2021,"DONA","DE 55 A 64 ANYS","MENYS DE 500 EUROS"
"783",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"784",2021,"DONA","DE 55 A 64 ANYS","NO CONTESTA"
"785",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"786",2021,"HOME","DE 25 A 34 ANYS","DE 7.001 A 9.000 EUROS"
"787",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"788",2021,"HOME","DE 55 A 64 ANYS","DE 5.001 A 7.000 EUROS"
"789",2021,"HOME","DE 55 A 64 ANYS","NO CONTESTA"
"790",2021,"HOME","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"791",2021,"DONA","DE 25 A 34 ANYS","NO HO SAP"
"792",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"793",2021,"DONA","DE 18 A 24 ANYS","DE 2.501 A 3.000 EUROS"
"794",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"795",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"796",2021,"DONA","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"797",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"798",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"799",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"800",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"801",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"802",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"803",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"804",2021,"DONA","DE 25 A 34 ANYS","NO CONTESTA"
"805",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"806",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"807",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"808",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"809",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"810",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"811",2021,"DONA","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"812",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"813",2021,"DONA","DE 18 A 24 ANYS","DE 2.001 A 2.500 EUROS"
"814",2021,"DONA","DE 55 A 64 ANYS","NO HO SAP"
"815",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"816",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"817",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"818",2021,"HOME","DE 18 A 24 ANYS","DE 1.001 A 1.500 EUROS"
"819",2021,"HOME","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"820",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"821",2021,"DONA","DE 25 A 34 ANYS","DE 500 A 1.000 EUROS"
"822",2021,"DONA","DE 18 A 24 ANYS","DE 3.001 A 5.000 EUROS"
"823",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"824",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"825",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"826",2021,"HOME","DE 55 A 64 ANYS","NO CONTESTA"
"827",2021,"DONA","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"828",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"829",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"830",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"831",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"832",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"833",2021,"HOME","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"834",2021,"HOME","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"835",2021,"HOME","DE 55 A 64 ANYS","MÉS DE 9.000 EUROS"
"836",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"837",2021,"DONA","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"838",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"839",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"840",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"841",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"842",2021,"DONA","DE 45 A 54 ANYS","NO CONTESTA"
"843",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"844",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"845",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"846",2021,"HOME","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"847",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"848",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"849",2021,"HOME","DE 55 A 64 ANYS","NO CONTESTA"
"850",2021,"DONA","DE 55 A 64 ANYS","NO HO SAP"
"851",2021,"DONA","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"852",2021,"DONA","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"853",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"854",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"855",2021,"HOME","DE 35 A 44 ANYS","NO CONTESTA"
"856",2021,"DONA","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"857",2021,"HOME","DE 35 A 44 ANYS","DE 5.001 A 7.000 EUROS"
"858",2021,"DONA","DE 55 A 64 ANYS","MENYS DE 500 EUROS"
"859",2021,"HOME","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"860",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"861",2021,"HOME","DE 35 A 44 ANYS","DE 2.001 A 2.500 EUROS"
"862",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"863",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"864",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"865",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"866",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"867",2021,"DONA","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"868",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"869",2021,"DONA","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"870",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"871",2021,"HOME","DE 18 A 24 ANYS","DE 7.001 A 9.000 EUROS"
"872",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"873",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"874",2021,"DONA","DE 35 A 44 ANYS","DE 7.001 A 9.000 EUROS"
"875",2021,"DONA","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"876",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"877",2021,"HOME","DE 65 A 74 ANYS","DE 2.501 A 3.000 EUROS"
"878",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"879",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"880",2021,"HOME","DE 25 A 34 ANYS","NO CONTESTA"
"881",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"882",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"883",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"884",2021,"HOME","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
"885",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"886",2021,"DONA","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"887",2021,"HOME","DE 55 A 64 ANYS","DE 1.001 A 1.500 EUROS"
"888",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"889",2021,"DONA","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"890",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"891",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"892",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"893",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"894",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"895",2021,"HOME","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"896",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"897",2021,"HOME","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"898",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"899",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"900",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"901",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"902",2021,"DONA","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"903",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"904",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"905",2021,"DONA","DE 65 A 74 ANYS","NO CONTESTA"
"906",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"907",2021,"HOME","DE 35 A 44 ANYS","DE 1.501 A 2.000 EUROS"
"908",2021,"DONA","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"909",2021,"DONA","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"910",2021,"DONA","DE 45 A 54 ANYS","DE 500 A 1.000 EUROS"
"911",2021,"HOME","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"912",2021,"HOME","DE 45 A 54 ANYS","NO HO SAP"
"913",2021,"DONA","DE 55 A 64 ANYS","DE 2.501 A 3.000 EUROS"
"914",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"915",2021,"DONA","DE 45 A 54 ANYS","MÉS DE 9.000 EUROS"
"916",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"917",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"918",2021,"HOME","DE 55 A 64 ANYS","DE 3.001 A 5.000 EUROS"
"919",2021,"HOME","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"920",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"921",2021,"HOME","DE 45 A 54 ANYS","DE 5.001 A 7.000 EUROS"
"922",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"923",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"924",2021,"DONA","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"925",2021,"DONA","DE 45 A 54 ANYS","DE 2.001 A 2.500 EUROS"
"926",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"927",2021,"DONA","DE 35 A 44 ANYS","DE 500 A 1.000 EUROS"
"928",2021,"DONA","DE 55 A 64 ANYS","NO CONTESTA"
"929",2021,"HOME","DE 45 A 54 ANYS","NO CONTESTA"
"930",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"931",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"932",2021,"DONA","DE 18 A 24 ANYS","DE 2.001 A 2.500 EUROS"
"933",2021,"DONA","DE 25 A 34 ANYS","DE 5.001 A 7.000 EUROS"
"934",2021,"DONA","DE 65 A 74 ANYS","NO CONTESTA"
"935",2021,"DONA","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"936",2021,"HOME","DE 18 A 24 ANYS","DE 2.501 A 3.000 EUROS"
"937",2021,"HOME","DE 25 A 34 ANYS","DE 1.501 A 2.000 EUROS"
"938",2021,"DONA","DE 18 A 24 ANYS","DE 500 A 1.000 EUROS"
"939",2021,"HOME","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"940",2021,"HOME","DE 18 A 24 ANYS","DE 3.001 A 5.000 EUROS"
"941",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"942",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"943",2021,"DONA","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"944",2021,"DONA","DE 18 A 24 ANYS","DE 500 A 1.000 EUROS"
"945",2021,"DONA","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"946",2021,"DONA","DE 55 A 64 ANYS","DE 1.501 A 2.000 EUROS"
"947",2021,"HOME","DE 35 A 44 ANYS","DE 1.001 A 1.500 EUROS"
"948",2021,"HOME","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"949",2021,"DONA","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"950",2021,"DONA","DE 35 A 44 ANYS","DE 2.501 A 3.000 EUROS"
"951",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"952",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"953",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"954",2021,"HOME","DE 45 A 54 ANYS","DE 1.501 A 2.000 EUROS"
"955",2021,"HOME","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"956",2021,"DONA","DE 35 A 44 ANYS","DE 3.001 A 5.000 EUROS"
"957",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"958",2021,"DONA","DE 25 A 34 ANYS","DE 2.001 A 2.500 EUROS"
"959",2021,"DONA","DE 55 A 64 ANYS","MÉS DE 9.000 EUROS"
"960",2021,"DONA","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
"961",2021,"HOME","DE 25 A 34 ANYS","DE 3.001 A 5.000 EUROS"
"962",2021,"HOME","DE 25 A 34 ANYS","NO CONTESTA"
"963",2021,"HOME","DE 45 A 54 ANYS","DE 2.501 A 3.000 EUROS"
"964",2021,"DONA","DE 25 A 34 ANYS","DE 1.001 A 1.500 EUROS"
"965",2021,"DONA","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"966",2021,"DONA","DE 45 A 54 ANYS","DE 3.001 A 5.000 EUROS"
"967",2021,"HOME","DE 55 A 64 ANYS","DE 2.001 A 2.500 EUROS"
"968",2021,"HOME","DE 25 A 34 ANYS","DE 2.501 A 3.000 EUROS"
"969",2021,"HOME","DE 18 A 24 ANYS","DE 5.001 A 7.000 EUROS"
"970",2021,"DONA","DE 45 A 54 ANYS","DE 1.001 A 1.500 EUROS"
"971",2021,"DONA","DE 55 A 64 ANYS","DE 500 A 1.000 EUROS"
